Title,Ingredients,Steps,Loves,URL
Keripik Tempe Sagu,"500 gr bakal tempe ( yang belum jadi tempe tapi sudah tercampur--400 gr Tepung tapioka / sagu--- Bumbu Celup ----5 siung bawang putih, haluskan--1 sdt ketumbar bubuk--secukupnya Garam--secukupnya Air--","Siapkan wadah kering, masukan bakal tempe dan tepung aduk pakai sendok/centong nasi. (Jangan kena air dan tangan)--Aduk aduk hingga tercampur rata. Masukkan ke dalam plastik (pakai plastik panjang/meteran) padatkan dan ikat rapat di bagian ujungnya. Jangan lupa plastiknya di tusuk2 dengan tusuk gigi/jarum bersih agar tidak busuk saat fermentasi. Lakukan sampai habis--Setelah itu gantung angin2kan selama minimal 24jam.--Setelah masa fermentasi selama minimal 24jam. Tempe siap diiris dan di goreng. (Perhatikan jika tanda sudah siap terdapat titik berwarna hitam pada bekas tusukan).--Iris tempe setipis mungkin dan celup di bumbu celup yang sudah di siapkan. Jangan merendam tempe terlalu lama hanya di celup saja (karena tepung sagu mudah hancur jika terkena air)--Siapkan wajan panaskan minyak goreng, saat proses menggoreng dengan api kecil agar tidak gosong. Goreng tempe sampai tidak berbusa. Lakukan hingga habis.--Keripik tempe siap di sajikan--",11,/id/resep/4400100-keripik-tempe-sagu
Oseng kikil tempe telur puyuh (#kecap),1 bungkus kikil (bersihkan dan potong2)--1/4 papan tempe (potong2)--4 butir telur puyuh (optional)--2 siung bawang merah (iris)--1 siung bawang putih (geprek)--7 buah rawit merah (iris)--1 buah cabai rawit ijo besar (iris)--secukupnya Kecap manis--secukupnya Saos tiram--1 sdm Minyak wijen--Masako ayam secukupnya (bisa diganti garam)--secukupnya Air matang--,"Rebus kikil sebentar. Angkat tiriskan. Goreng tempe hingga matang. Goreng juga telur puyuh sebentar.--Tumis bawang merah, bawang putih, cabe rawit merah, cabe ijo hingga harum. Tumis dengan sedikit minyak goreng dan minyak wijen.--Masukkan sedikit air matang, tambahkan kecap manis, saos tiram, masako. Cicipi hingga pas. Masukkan tempe, kikil dan telur puyuh. Oseng hingga bumbu meresap.--Siap dihidangkan dengan nasi panas.--",9,/id/resep/4400143-oseng-kikil-tempe-telur-puyuh-kecap
Tumis tempe kacang,2 tempe--3 siung bawang putih--5 bawang merah--Lengkuas--Daun salam--Cabe kecil (sesuai selera)--Kecap--Kacang panjang--Air--,"Potong kotak-kotak tempe dan potong tipis-tipis bawang merah, bawang putih, klo suka pedes cincang juga cabenya dan tambahkan cabe besar.jika tdk ingin pedas cukup cabe kecil utuh saja--Goreng tempe setengah matang--Tumis bawang merah, bawang putih, cabe, lengkuas, dan daun salam sampai matang. (Jika tidak pedas cabai jangan dimasukkan dulu)--Masukkan kacang panjang..(yg tdk pedas masukkan cabe utuh.tumis hingga setengah matang.kemudian masukkan tempe dan kecap tumis sampai matang.--Tes rasa...tumis tempe kacang siap disajikan--Selamat mencoba.. 😉😉--",6,/id/resep/4399654-tumis-tempe-kacang
Labu siam tumis tempe praktis & ekonomis,"★ Bumbu (iris semua)--8 siung kecil bawang merah--4 siung bawang putih--3 cabe rawit--★ bahan--1 buah labu siam, potong korek--5 helai kacang panjang, potong2--1/2 balok tempe, potong dadu & goreng--★ seasoning--Secukupnya gula garam lada--1 sdm saus tiram--1/2 sdm kecap asin (yg suka manis bisa diganti kecap manis)--","Sayur: Rebus labu siam dan kacang panjang kurleb 5menit. Lalu tiriskan--Panaskan minyak lalu tumis bumbu iris. Setelah itu masukkan sayuran yg telah direbus. Aduk rata. Lalu masukkan tempe--Bumbui dengan semua bahan seasoning. Aduk rata, tes dan koreksi rasa. Tumisan siap disajikan--",4,/id/resep/4399259-labu-siam-tumis-tempe-praktis-ekonomis
Dadar Jagung tempe bacem simpel 😋,"° Bakwan :--1 bh Jagung cuci, sisir--1 Sachet tepung bakwan merk Kobe--Beberapa btg Seledri cuci, cincang kasar--Air secukupnya (adonan agak kental)--2 Siung bawang merah (uleg)--1 bj cabe merah keriting (uleg sama bawang merah)--°° Bacem tempe :--1 papan tempe (potong sesuai selera, kerat spy bumbu meresap nanti)--secukupnya Kecap manis--2 Sdm gula merah--secukupnya Air--Bumbu halus :--2 siung bawang putih--3 Siung bawang merah--1 Sdt Ketumbar--sesuai selera garam, gula--","Untuk bakwan, campur semua bahan jadi satu. goreng per sdm sampai matang. Sajikan--Bacem :--Panaskan sdikit minyak, tumis bumbu halus hingga matang dan harum, beri air secukupny untuk ungkep. Biarkan mendidih, cek dulu rasanya.--Bumbui gula merah dan kecap. Koreksi rasa. Bila sudah pas masukin tempe. Ungkep sampe bumbu menyusut. Sajikan 🙏--",9,/id/resep/4398492-dadar-jagung-tempe-bacem-simpel-%F0%9F%98%8B
Tempe cuka,1 papan tempe--150 gr fillet dada ayam--2 siung Bawang putih--2 siung bawang merah--Sedikit cuka--Gula garam--11 Cabe rawit potong potong--3 cabe merah potong serong--,"Potong sesukanya bamer baput. Saya agak besar2. Krn untuk tempe cuka,enaknya kalo pas nglethus si bawang ini. Tp kalau mau potong tipis juga bebas. Sesuai selera.--Tumis bamer baput dan cabai. Lalu masukkan fillet ayam. Tambahkan gula garam dan penyedap bila suka. Masukkan tempe yang dipotong kotak kotak--Tambahkan setengah gelas air dan tambahkan cuka. Sebenarnya saya biasa pakai tulang muda sapi bagian telinga atau tulang rawannya(biasa saya rebus dulu) aduhaaai enak sekali. Ditambah pete malah asik 😄--Masak sampai kuah sedikit mendidih lalu angkat dan sajikan.--Ini simpel banget tapi uenaaak. Monggo dicoba--",2,/id/resep/4398664-tempe-cuka
Tempe orek pedas,"1 papan tempe, iris panjang lalu digoreng--3 papan pete, kupas--5 butir bakso iris tipis--Seikat kecil kacang panjang, potong potong--10 cabe hijau, potong tebal--bumbu--3 siung bawang putih, iris tipis--4 siung bawang merah, iris tipis--10 cabe rawit merah, iris tipis--3 lmbar daun salam--Lengkuas dikeprek--Secukupnya garam--Secukupnya gula merah--Kecap asin, kecap ikan, kecap manis, saos tiram,--","Tumis srmua bumbu yg sudah diiris, setelah harum masukan secangkir kaldu ayam--Setelah mendidih masukkan potongan kacang panjang, cabe hijau,irisan bakso aduk aduk sambil tambahkan sedikit gula merah, garam, kecap asin, kecap ikan, saos tiram--Masukkan iriisan tempe yg sdh digoreng tambahkan kecap manis. Sebelum diangkat masukkan pete.--Incipin, angkat, hidangkan.--",8,/id/resep/4398817-tempe-orek-pedas
Tempe kering,Bawang merah--Bawang putih--Kecap manis--Tempe--secukupnya Garam--,"Panaskan minyak--Iris tempe,, lalu masukan ke dalam minyak yg sudah panas--Haluskan semua bumbu--Masukan kedalam minyak--Masukkan kecap dan royco--Tumis hingga matang--Lalu sajikan kedalam piring--Jadidehhh--",3,/id/resep/4398155-tempe-kering
Tempe selimut,2 papan tempe--5 sdm Tepung terigu--1 sdm tapioka--Bumbu adonan :--2 siung bawang putih--Sejumput ketumbar--1 btr kemiri--secukupnya Garam--,"Potong tempe segitiga,lalu belah bagan tengah jgn smpe putus--Ulek smua bumbu adonan smpe halus beri air secukupnya,lalu masukan ke wadah berisi tepung aduk rata (jgn ke enceran,jgn kekentalan)..cek rasa--Goreng sebentar tempe,tiriskan--Masukan sambel matah ke dalam tempe--Celupkan tempe kedalam adonan tepung lalu celupkan lagi ke tepung panir lalu goreng hingga kuning keemasan--",4,/id/resep/4397705-tempe-selimut
Ponggol tempe ala ala😂,1 papan tempe ukuran sedang potong kecil kecil--Bumbu halus--5 siung bawang merah--5 siung bawang putih--5 buah cabe merah (selera)--Cabe rawit (opsional)--1 sdm ebi seduh air panas / 1 sdt terasi dibakar sebentar--5 butir kemiri--2 lembar daun salam--2 ruas jari lengkuas digeprek--Sereh digeprek--3 buah cabe hijau besar di rajang miring--Kecap--Sedikit air asem--Gula garam--Kaldu bubuk jika pakai--Minyak untuk menumis--Air--Santan (opsional)--,"Tumis bumbu halus,lengkuas,daun salam,sereh hingga matang--Masukkan tempe,air (kira2 sampai tempe hampir terendam),kecap,gula,garam dan air asem--Aduk sesekali,saat air sudah berkurang separonya tambahkan cabe hijau dan kaldu bubuk jika pakai--Masak hingga air sat,tes rasa dan siap disantap😋--",4,/id/resep/4397916-ponggol-tempe-ala-ala%F0%9F%98%82
Kroket Tempe,1 Papan Tempe--2 butir telur--2 siung bawang putih--Merica--Garam--Tepung panir--,"Haluskan tempe dgn blender bersama telur, bawang putih, garam dan merica.--Taruh adonan dalam wadah. Beri tepung panir dalam adonan.--Bentuk bulatan dan goreng dgn api sedang.--Siap dihidangkan--",7,/id/resep/4397699-kroket-tempe
Tumis pakis - tempe tahu oseng ala mamais,Tumis pakis--2 iket besar pakis (ibuk beli 3000an hahaha) pilih yg muda cuci bersih tiriskan--4 bawang putih geprek halus bareng garam dikit--5 bawang merah iris--1/2 bawang bombay iris panjang (g pake gapapa)--1 ruas laos--1 cabe merah besar iris serong--3 cabe rawit iris tipis--1-2 sdm saori saus tiram--1 tomat sedang iris--1 btg bawang pre iris--1/2 sdt gula pasir--Kaldu bubuk--1/4 sdt lada bubuk--150 ml--Tempe tahu oseng--1 bh tempe 2000an iris kotak goreng matang (jangan kering2)--6 bh tahu putih potong kotak goreng berkulit--1 ruas laos geprek--1 cabe merah iris serong--1/2 bawang bombay iris panjang--2 sdm kecap--1 sdt gula pasir (disesuaikan ya)--1/2 sdt garam--1/4 sdt lada bubuk--150 ml air--1 tomat sedang iris--1 genggam kemangi--Bumbu halus :--2 cabe merah besar--6 bawang merah--4 bawang putih--Dikasih minyak dikit kalo misal diblender--,"Tumis pakis : tumis bawang putih bawang merah bombay, laos.. harum dan layu..masukkin tomat + cabe2an..aduk rata sbntr..masukkin pakis..aduk rata..tambah air..bumbui garam gula kaldu bubuk lada bubuk & saus tiram..mendidih tes rasa. Tunggu air meresap, pakis layu, sesaat sebelum angkat masukkin irisan bawang pre. Sajikan dengan full of love hoho.--Tempe tahu oseng : tumis bumbu halus, bawang bombay, laos..harum layu..masukkan cabe merah iris.. masukkan tempe tahu goreng..aduk rata sama bumbu halus biar oke meresapnya. Tambah air..kecap..bumbui gula garam lada bubuk kaldu bubuk. Mendidih..tes rasa, aduk rata. Tunggu meresap dan air hampir habis. Sesaat sebelum diangkat masukkan irisan tomat dan kemangi.--Ini haucek banget lho ibu2..22nya favorit ayah, pakis ama tempe tahu oseng kecap. Hmmm yummyyy..--Selamat membuat bekal ibu2 hebattt..--",3,/id/resep/4397648-tumis-pakis-tempe-tahu-oseng-ala-mamais
Tumis tempe ikan cue,"1/2 papan tempe, iris kecil memanjang. Goreng, jgn trlalu kering--4 potong, ikan cue tongkol, suir suir kasar--5 siung bawang merah--5 siung bawang putih--8 cabe merah--2 btr kemiri--Kunyit, sedit saja supaya warna makin sedap. (boleh di skip)--4 lembar daun jeruk, sobek sobek--1/2 tomat, iris iris--Garam--Gula pasir--Royco--Kecap manis--","Haluskan bawang merah, bawang putih, cabe, kemiri--Tumis bumbu halus, masukan tomat, daun jeruk--Tumis hingga harum--Masukkan suiran ikan, beri air 1/3 gelas belimbing--Masukkan tempe, garam gula royco kecap--Masak hingga kuah tiris--Uji rasa--Sajikan--",5,/id/resep/4397708-tumis-tempe-ikan-cue
Tempe goreng Krispi,"1 papan tempe potong tipis""--150 gram tepung terigu--2 SDM tepung tapioka/kanji--2 btg daun bawang seledri iris tipis--secukupnya Air--Bumbu tepung dihaluskan:--1 SDM ketumbar--1/4 sdt lada--1 ruas kunyit--2 butir kemiri--4 buah bawang putih--secukupnya Garam,penyedap--","Campur tepung terigu dan tepung kanji,bumbu halus,daun bawang seledri..kemudian tuang air sedikit demi sedikit...jangan terlalu encer dan kental...kasih garam dan penyedap cek rasa--Panaskan minyak...Celupkan tempe yg sudah diiris tipis ketepung...lalu goreng sampai kecoklatan--Tempe goreng krispi siap disantap--",7,/id/resep/4397491-tempe-goreng-krispi
Tempe Bacem Mamasaga,1 papan tempe--1 gandu gula merah--1 sdt garam--2 siung bwputih--3 siung bawang merah--3 lbr daun salam--1 ruas laos--1 sdt ketumbar--3 biji kemiri--30 ml santan kental--450 ml air--,"Potong2 tempe, jangan terlalu tipis jgn juga terlalu tebal--Haluskan semua bahan kecuali salam dan gula merah--Campur bumbu halus, santan, air dan bumbu lainnya.--Tata tempe di wajan. Siram campuran bumbu bersama gula merahnya.--Masak dengan api kecil. Tunggu mendidih, bolak-balik tempe, sesekali di aduk dan koreksi rasa. Biarkan sampe air susut.--Kalo bikin banyak. Bisa untuk stok, simpan di kulkas. Sebelum di makan bisa digoreng atau di panggang di atas teflon. Selamat mencoba--",6,/id/resep/4397537-tempe-bacem-mamasaga
Tempe Mendoan,1 papan tempe--Tepung terigu--Daun bawang--Garam--Penyedap rasa--Air (secukupnya)--Minyak goreng--Bumbu yg dihaluskan :--1 sdm ketumbar--3 siung bawang putih--,"Potong tempe tipis2--Iris daun bawang. Sisihkan--Masukan tepung terigu, daun bawang, bumbu yg sudah di haluskan, garam, penyedap rasa dan air (saya pke air dingin biar crispy)aduk rata.--Siapkan minyak goreng panas, api.nya jngan trlalu besar sedang saja.--Lalu goreng deh, tiriskan dan siap di hidangkan 😊--",8,/id/resep/4397405-tempe-mendoan
Tempe goreng daun kemangi,1/2 bar tempe potong dadu--secukupnya Daun kemangi--Bumbu yang di haluskan :--5 siung cabe merah--4 siung bawang merah--3 siung bawang putih--1 cm lengkuas--Secukupnya garam--Secukupnya gula--,"Goreng tempe hingga setengah matang, angkat, sisi kan--Tumis bumbu yang di haluskan hingga harum kemudian masukkan tempe, aduk rata--Masukkan daun kemangi, aduk rata--Tes rasa, sajikan--",4,/id/resep/4397421-tempe-goreng-daun-kemangi
"Tumis leunca,tempe,pete",250 gr leunca--1 papan tempe--1 papan pete--2 sdm ebi--1 ptg lengkuas geprek--1 lbr daun salam--1 sdm kecap manis/sesuai selera--1/2 gls air putih--Garam + gula + kaldu bubuk--Bumbu--4 bh bawang merah iris tipis--2 bh bawang putih iris tipis--3 bh cabe rawit iris serong--1/2 bh bawang bombay cincang kasar--,"Tumis bumbu tambahkan lengkuas dan daun salam.tumis smp harum,tambahkan ebi aduk rata.tambahkan garam,gula aduk rata.--Masukan tempe & pete aduk rata.masukkan air putih,kecap & kaldu bubuk.aduk rata.koreksi rasa.masukan leunca aduk rata.pastikan leunca jangan terlalu matang biar ngga pahit.leunca setengah matang angkat.siap disajikan.--",14,/id/resep/4396908-tumis-leuncatempepete
Oseng Tempe,1 papan Tempe--Bawang putih--Bawang Merah--Bawang Bombay--Cabe merah--Cabe hijau--Salam sereh--Asem--Gula--Garam--Saori--,"Potong tempe sesuai selera kali ini saya potong dadu. Lalu goreng setelah kecoklatan angkat.--Iris semua cabe,bawang, sereh geprek.--Campur asem pakai air--Panaskan minyak lalu masukan irisan bawang dan lainnya tumis sampai harum, lalu masukan tempe aduk rata.--Masukan air asem dan beri Saori lalu koreksi rasa. Dan siap disajikan dengan nasi hangat--",1,/id/resep/4396877-oseng-tempe
Semur Tahu Telor Tempe,"4 buah telor ayam (rebus dan kupas kulitnya)--4 potong tahu putih/coklat--5 potong tempe--6 sdm kecap manis--secukupnya Garam, lada bubuk dan kaldu bubuk--Bumbu halus :--6 siung bawang merah--2 siung bawang putih--4 butir kemiri sangrai--1 sdt lada bubuk (aslinya pake merica bulet)--600 ml air--","Tumis bumbu halus sampai matang dan harum.--Masukkan telor, tahu, tempe, dan air lalu aduk dengan bumbu--Tambahkan kecap manis, garam, kaldu bubuk, dan lada bubuk secukupnya--Masak sampai air agak menyusut dan bumbu meresap (ungkep). Koreksi rasa dan siap dihidangkan. Bila ingin pedas bisa tambahkan cabe rawit utuh.--",36,/id/resep/4396286-semur-tahu-telor-tempe
Orek tempe,1 papan tempe--2 buah wortel--100 gram toge--5 siung bawang merah--4 siung bawang putih--1 sdm garam--2 sdm gula pasir--1 sdt ketumbar bubuk--20 ml kecap manis--sesuai selera Cabai--secukupnya Minyak--,"Potong dadu tempe dan goreng 1/2 matang--Cincang bawang, potong bulat wortel--Tumis bawang hingga harum, lalu masukan kecap, gula garam ketumbar, aduk hingga harum--Kemudian masukan tempe aduk rata, koreksi rasa--Tambahkan wortel, toge dan cabai iris, tumis hingga layu daan siap disajikan--",3,/id/resep/4396332-orek-tempe
Tumis tempe cabe hijau,2 papan tempe--Bumbu yang diiris :--10 cabe hijau--3 cabe rawit--8 bawang merah--5 bawang putih--2 lembar daun salam--2 cm laos (memarkan)--2 sdm kecap manis--1 sdm saos tiram--secukupnya Garam--secukupnya Gula pasir--secukupnya Moto--secukupnya Kaldu bubuk--secukupnya Air--secukupnya Minyak--,"Potongin tempe sesuai selera--Tumis cabe hijau, bawang merah, bawang putih, salam n laos, beri garam, gula, motto n kaldu bubuk aduk rata--Masukkan tempe serta aduk rata setelah matang masukkan air secukupnya tunggu sampai matang--Setelah matang masukkan kecap n saos tiram aduk rata n tes rasa--Angkat kedalam mangkok, tumis tempe cabe hijau siap di hidangkan--Selamat mencoba--",17,/id/resep/4396515-tumis-tempe-cabe-hijau
Tumis Kacang Panjang Tempe,1/2 ikat kacang panjang potong-potong kira kira 5cm--1 papan tempe uk kecil iris--10 cabai rawit--1 bh bawang bombai iris cincin--3 bh bawang putih iris tipis--Segenggam ebi--2 bh bawang merah iris--2 sdm kecap--2 sdm saori saos tiram--1 sdt gula pasir--1 sdt garam--Secuil gula jawa--Minyak untuk menumis--sedikit Penyedap rasa--sedikit Micin--Air--,"Panaskan minyak, tumis bawang bombai bawang putih, bawang merah ebi dan cabai rawit sampai harum--Masukkan tempe...bumbui garam, saori, kecap, micin, gula pasir dan gul jawa.. Masukkan kacang panjang yg sdh dicuci lalu tambahkan sedikit air agar kacang matang--Tunggu air sampai meresap lalu koreksi rasa..--Matikan api lalu sajikan dengan nasi hangat--",6,/id/resep/4396029-tumis-kacang-panjang-tempe
Tempe kering gula merah,1 papan tempe--Cabe iris secukupnya--2 bh bawang putih iris--3 bh bawang merah iris--1 ruas lengkuas geprek--1 lembar daun salam--1 bulat gula merah di iris halus--Garam--Penyedap--secukupnya Air--,"Tempe di potong - potong korek api,goreng kering sisihkan--Tumis bawang putih,bawang merah hingga harum masukan cabai lalu lengkuas dan daun salam--Tambahkan gula merah beri air sedikit..aduk hingga mengental--Masukan tempe kering lalu garam dan penyedap aduk hingga rata,koreksi rasa dan angkat sajikan--",4,/id/resep/4396031-tempe-kering-gula-merah
Orek Tempe Basah,"1 papan tempe, potong dadu lalu goreng setengah matang, tiriskan--3 bh cabe merah iris tipis--2 bh cabe hijau iris tipis--5 siung bawang merah iris tipis--3 siung bawang putih cincang halus--daun salam--laos, geprek--pete rendam air panas--garam--kecap manis--minyak goreng--","Panaskan minyak, lalu tumis bawang putih, bawang merah, laos dan salam sampai harum--Masukan cabe merah dan cabe hijau, sampai layu..lalu tambahkan air sedikit--Masukkan tempe yang sudah digoreng, aduk merata,tambahkan pete, garam secukupnya, terakhir kecap manis secukupnya, koreksi rasa--Voila...siap disajikan dengan nasi hangat! semoga bermanfaat..selamat mencoba :)--",2,/id/resep/4396104-orek-tempe-basah
Perkedel tempe bumbu sup,1 papan tempe--2 butir telur--Bumbu iris halus:--2 batang daun seledri--4 lembar daun bawang--bumbu halus:--4 siung bawang merah--1 siung bawang putih--1/2 sdt merica biji--secukupnya garam--bumbu pelengkap:--1 bungkus bumbu racik sup--1 batang wortel (parut)--secukupnya minyak goreng--,"Rebus tempe ± 5 menit, kemudian hancurkan menggunakan ulekan tambahkan bumbu yg sudah di haluskan dan bumbu iris,wortel yg sudah di parut kemudian aduk rata, tambahkan bumbu racik sayur sup sedikit demi sedikit, aduk kembali sampe rata, jangan lupa test rasa, klo asinnya kurang tambahkan garam sedikit, sudah pas tambahkan 1 butir telur, 1 butir lg kocok lepas buat lapisan saat menggoreng.--Bentuk perkedel tempe sesuai selera, kemudian celupkan 1 per dalam 1 ke dalam telor yg sudah di kocok tadi, kemudian goreng sampe kuning keemasan--Angkat dan ririskan--Perkedel tempe siap di santap dengn nasi hangat.--",47,/id/resep/4395686-perkedel-tempe-bumbu-sup
